# edo-unity アセット目録 — Edo ▸ アセット目録 ▸ 目録を再生成 で更新
# 寸法は scale=1 のときの実寸[m]。pivot_bottom はピボットから最下端までの y
# (0 なら足元がピボット。負なら足元がピボットより下)
# root_scale: ルート自身の補正スケール(1 でなければ共通ヘルパに Vector3.one を渡すと化ける)
# shader: BUILTIN = URP でピンクになる。use: S=シーンで使用中 / B=ビルダーが参照
path	name	pack	kind	sx	sy	sz	pivot_bottom	root_scale	tris	renderers	shader	use
Assets/Japanese Castle/Prefabs/Exterior/Defence Walls B/Wall Exterior Defence B Window C.prefab	Wall Exterior Defence B Window C	Japanese Castle	prefab	2	2.57	2.1	0	1	1102	1	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Defence Walls B/Wall Exterior Defence B x 8.prefab	Wall Exterior Defence B x 8	Japanese Castle	prefab	8	2.57	2.1	0	1	4320	1	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Defence Walls B/Wall Exterior Defence B.prefab	Wall Exterior Defence B	Japanese Castle	prefab	2	2.57	2.1	0	1	1080	1	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Defence Walls/Castle Wall 2x12.prefab	Castle Wall 2x12	Japanese Castle	prefab	4.4	12	2	0	1	52	1	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Defence Walls/Castle Wall 4x12.prefab	Castle Wall 4x12	Japanese Castle	prefab	4.4	12	4	0	1	104	1	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Defence Walls/Castle Wall 8x12.prefab	Castle Wall 8x12	Japanese Castle	prefab	4.4	12	8	0	1	208	1	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Defence Walls/Castle Wall B 2x12.prefab	Castle Wall B 2x12	Japanese Castle	prefab	7.4	12	2	0	1	52	1	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Defence Walls/Castle Wall B 4x12.prefab	Castle Wall B 4x12	Japanese Castle	prefab	7.4	12	4	0	1	104	1	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Defence Walls/Castle Wall B 8x12.prefab	Castle Wall B 8x12	Japanese Castle	prefab	7.4	12	8	0	1	208	1	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Defence Walls/Castle Wall B Corner x 12.prefab	Castle Wall B Corner x 12	Japanese Castle	prefab	7.4	12	7.4	0	1	146	1	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Defence Walls/Castle Wall B Corner.prefab	Castle Wall B Corner	Japanese Castle	prefab	3.4	4	3.4	0	1	64	1	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Defence Walls/Castle Wall B x 8.prefab	Castle Wall B x 8	Japanese Castle	prefab	3.4	4	8	0	1	80	1	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Defence Walls/Castle Wall B.prefab	Castle Wall B	Japanese Castle	prefab	3.4	4	2	0	1	66	1	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Defence Walls/Castle Wall C 2 x 12.prefab	Castle Wall C 2 x 12	Japanese Castle	prefab	2	12	7.62	0	1	52	1	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Defence Walls/Castle Wall C 2 x 8.prefab	Castle Wall C 2 x 8	Japanese Castle	prefab	2	8	5.65	0	1	36	1	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Defence Walls/Castle Wall C 4 x 2.prefab	Castle Wall C 4 x 2	Japanese Castle	prefab	2	4	3	0	1	20	1	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Defence Walls/Castle Wall C 4 x 4.prefab	Castle Wall C 4 x 4	Japanese Castle	prefab	4	4	3	0	1	40	1	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Defence Walls/Castle Wall C 4 x 8.prefab	Castle Wall C 4 x 8	Japanese Castle	prefab	8	4	3	0	1	80	1	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Defence Walls/Castle Wall C 8 x 12.prefab	Castle Wall C 8 x 12	Japanese Castle	prefab	8	12	7.62	0	1	208	1	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Defence Walls/Castle Wall C 8 x 8.prefab	Castle Wall C 8 x 8	Japanese Castle	prefab	8	8	5.65	0	1	144	1	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Defence Walls/Castle Wall C Corner x 4.prefab	Castle Wall C Corner x 4	Japanese Castle	prefab	3	4	3	0	1	34	1	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Defence Walls/Castle Wall C Corner x 8.prefab	Castle Wall C Corner x 8	Japanese Castle	prefab	5.65	8	5.65	0	1	82	1	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Defence Walls/Castle Wall C Cornerx 12.prefab	Castle Wall C Cornerx 12	Japanese Castle	prefab	7.62	12	7.62	0	1	146	1	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Defence Walls/Castle Wall Corner 2 x 8.prefab	Castle Wall Corner 2 x 8	Japanese Castle	prefab	5	12	5	0	1	136	1	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Defence Walls/Castle Wall Corner 2.prefab	Castle Wall Corner 2	Japanese Castle	prefab	3	4	3	0	1	114	1	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Defence Walls/Castle Wall Corner 2_2x2.prefab	Castle Wall Corner 2_2x2	Japanese Castle	prefab	2	4	2	0	1	82	1	URP	S
Assets/Japanese Castle/Prefabs/Exterior/Defence Walls/Castle Wall Corner x 12.prefab	Castle Wall Corner x 12	Japanese Castle	prefab	4.4	12	4.4	0	1	146	1	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Defence Walls/Castle Wall Corner.prefab	Castle Wall Corner	Japanese Castle	prefab	2.4	4	2.4	0	1	64	1	URP	SB
Assets/Japanese Castle/Prefabs/Exterior/Defence Walls/Castle Wall x 8.prefab	Castle Wall x 8	Japanese Castle	prefab	2.4	4	8	0	1	80	1	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Defence Walls/Castle Wall.prefab	Castle Wall	Japanese Castle	prefab	2.4	4	2	0	1	66	1	URP	SB
Assets/Japanese Castle/Prefabs/Exterior/Defence Walls/Wall Exterior Defence 45 Tall.prefab	Wall Exterior Defence 45 Tall	Japanese Castle	prefab	3.36	4.27	3.36	0	1	1548	1	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Defence Walls/Wall Exterior Defence 45.prefab	Wall Exterior Defence 45	Japanese Castle	prefab	3.36	2.57	3.36	0	1	1548	1	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Defence Walls/Wall Exterior Defence Corner 45 Tall.prefab	Wall Exterior Defence Corner 45 Tall	Japanese Castle	prefab	4.26	4.27	3.33	0	1	2441	1	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Defence Walls/Wall Exterior Defence Corner 45.prefab	Wall Exterior Defence Corner 45	Japanese Castle	prefab	4.26	2.57	3.33	0	1	2441	1	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Defence Walls/Wall Exterior Defence Corner.prefab	Wall Exterior Defence Corner	Japanese Castle	prefab	3.06	2.57	3.05	0	1	2239	1	URP	B
Assets/Japanese Castle/Prefabs/Exterior/Defence Walls/Wall Exterior Defence End Tall.prefab	Wall Exterior Defence End Tall	Japanese Castle	prefab	0.55	4.27	2.1	0	1	510	1	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Defence Walls/Wall Exterior Defence End.prefab	Wall Exterior Defence End	Japanese Castle	prefab	0.55	2.57	2.1	0	1	510	1	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Defence Walls/Wall Exterior Defence Tall Corner.prefab	Wall Exterior Defence Tall Corner	Japanese Castle	prefab	3.06	4.27	3.05	0	1	2239	1	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Defence Walls/Wall Exterior Defence Tall x 8.prefab	Wall Exterior Defence Tall x 8	Japanese Castle	prefab	8	4.27	2.1	0	1	4320	1	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Defence Walls/Wall Exterior Defence Tall.prefab	Wall Exterior Defence Tall	Japanese Castle	prefab	2	4.27	2.1	0	1	1080	1	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Defence Walls/Wall Exterior Defence Window A Tall.prefab	Wall Exterior Defence Window A Tall	Japanese Castle	prefab	2	4.27	2.1	0	1	1124	1	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Defence Walls/Wall Exterior Defence Window A.prefab	Wall Exterior Defence Window A	Japanese Castle	prefab	2	2.57	2.1	0	1	1124	1	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Defence Walls/Wall Exterior Defence Window B Tall.prefab	Wall Exterior Defence Window B Tall	Japanese Castle	prefab	2	4.27	2.1	0	1	1124	1	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Defence Walls/Wall Exterior Defence Window B.prefab	Wall Exterior Defence Window B	Japanese Castle	prefab	2	2.57	2.1	0	1	1124	1	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Defence Walls/Wall Exterior Defence Window C Tall.prefab	Wall Exterior Defence Window C Tall	Japanese Castle	prefab	2	4.27	2.1	0	1	1102	1	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Defence Walls/Wall Exterior Defence Window C.prefab	Wall Exterior Defence Window C	Japanese Castle	prefab	2	2.57	2.1	0	1	1102	1	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Defence Walls/Wall Exterior Defence x 8.prefab	Wall Exterior Defence x 8	Japanese Castle	prefab	8	2.57	2.1	0	1	4320	1	URP	B
Assets/Japanese Castle/Prefabs/Exterior/Defence Walls/Wall Exterior Defence.prefab	Wall Exterior Defence	Japanese Castle	prefab	2	2.57	2.1	0	1	1080	1	URP	B
Assets/Japanese Castle/Prefabs/Exterior/Gate Yagura/Gate Yagura Colunm A x4.prefab	Gate Yagura Colunm A x4	Japanese Castle	prefab	1	4	1	0	1	8	1	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Gate Yagura/Gate Yagura Colunm B x4.prefab	Gate Yagura Colunm B x4	Japanese Castle	prefab	0.5	4	0.5	0	1	8	1	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Gate Yagura/Gate Yagura Colunm Base.prefab	Gate Yagura Colunm Base	Japanese Castle	prefab	1.69	0.09	1.69	0	1	18	1	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Gate Yagura/Gate Yagura Colunm C x4.prefab	Gate Yagura Colunm C x4	Japanese Castle	prefab	0.54	4	0.54	0	1	96	1	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Gate Yagura/Gate Yagura Door A Left Hinge.prefab	Gate Yagura Door A Left Hinge	Japanese Castle	prefab	2.14	3	0.31	0	1	940	2	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Gate Yagura/Gate Yagura Door A Right Hinge.prefab	Gate Yagura Door A Right Hinge	Japanese Castle	prefab	2.14	3	0.31	0	1	940	2	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Gate Yagura/Gate Yagura Eave A End L.prefab	Gate Yagura Eave A End L	Japanese Castle	prefab	0.37	0.68	1.13	-0.34	1	68	1	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Gate Yagura/Gate Yagura Eave A End R.prefab	Gate Yagura Eave A End R	Japanese Castle	prefab	0.37	0.68	1.13	-0.34	1	68	1	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Gate Yagura/Gate Yagura Eave A x2.prefab	Gate Yagura Eave A x2	Japanese Castle	prefab	2	0.68	1.11	-0.34	1	154	1	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Gate Yagura/Gate Yagura Eave A x4.prefab	Gate Yagura Eave A x4	Japanese Castle	prefab	4	0.68	1.11	-0.34	1	308	1	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Gate Yagura/Gate Yagura Eave A x8.prefab	Gate Yagura Eave A x8	Japanese Castle	prefab	8	0.68	1.11	-0.34	1	616	1	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Gate Yagura/Gate Yagura Kugikakushi.prefab	Gate Yagura Kugikakushi	Japanese Castle	prefab	0.31	0.31	0.16	-0.15	1	178	1	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Gate Yagura/Gate Yagura Top A x2.prefab	Gate Yagura Top A x2	Japanese Castle	prefab	2	1	0.3	0	1	72	1	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Gate Yagura/Gate Yagura Top A x4.prefab	Gate Yagura Top A x4	Japanese Castle	prefab	4	1	0.3	0	1	144	1	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Gate Yagura/Gate Yagura Top A x8.prefab	Gate Yagura Top A x8	Japanese Castle	prefab	8	1	0.3	0	1	288	1	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Gate Yagura/Gate Yagura Top B x2.prefab	Gate Yagura Top B x2	Japanese Castle	prefab	2	1	0.7	0	1	40	1	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Gate Yagura/Gate Yagura Top B x4.prefab	Gate Yagura Top B x4	Japanese Castle	prefab	4	1	0.7	0	1	80	1	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Gate Yagura/Gate Yagura Top B x8.prefab	Gate Yagura Top B x8	Japanese Castle	prefab	8	1	0.7	0	1	160	1	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Gate Yagura/Gate Yagura Top C x2.prefab	Gate Yagura Top C x2	Japanese Castle	prefab	2	1	0.49	0	1	42	1	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Gate Yagura/Gate Yagura Top C x4.prefab	Gate Yagura Top C x4	Japanese Castle	prefab	4	1	0.49	0	1	84	1	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Gate Yagura/Gate Yagura Top C x8.prefab	Gate Yagura Top C x8	Japanese Castle	prefab	8	1	0.49	0	1	168	1	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Gate Yagura/Gate Yagura Top D x2.prefab	Gate Yagura Top D x2	Japanese Castle	prefab	2	1	0.7	0	1	40	1	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Gate Yagura/Gate Yagura Top D x4.prefab	Gate Yagura Top D x4	Japanese Castle	prefab	4	1	0.7	0	1	80	1	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Gate Yagura/Gate Yagura Top D x8.prefab	Gate Yagura Top D x8	Japanese Castle	prefab	8	1	0.7	0	1	160	1	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Gate Yagura/Gate Yagura Top E x2.prefab	Gate Yagura Top E x2	Japanese Castle	prefab	2	1	0.49	0	1	42	1	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Gate Yagura/Gate Yagura Top E x4.prefab	Gate Yagura Top E x4	Japanese Castle	prefab	4	1	0.49	0	1	84	1	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Gate Yagura/Gate Yagura Top E x8.prefab	Gate Yagura Top E x8	Japanese Castle	prefab	8	1	0.49	0	1	168	1	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Gate Yagura/Gate Yagura Wall A Door x2.prefab	Gate Yagura Wall A Door x2	Japanese Castle	prefab	2	3	0.37	0	1	788	2	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Gate Yagura/Gate Yagura Wall A Exterior Window x2.prefab	Gate Yagura Wall A Exterior Window x2	Japanese Castle	prefab	2	3	0.15	0	1	76	1	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Gate Yagura/Gate Yagura Wall A Exterior x2.prefab	Gate Yagura Wall A Exterior x2	Japanese Castle	prefab	2	3	0.07	0	1	12	1	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Gate Yagura/Gate Yagura Wall A Interior Window x2.prefab	Gate Yagura Wall A Interior Window x2	Japanese Castle	prefab	2	3	0.15	0	1	20	1	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Ground/Ground 4x4.prefab	Ground 4x4	Japanese Castle	prefab	4	0	4	0	1	2	1	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Ground/Ground 8x8.prefab	Ground 8x8	Japanese Castle	prefab	8	0	8	0	1	8	1	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Ground/Steps A.prefab	Steps A	Japanese Castle	prefab	4	2.09	5.2	0	1	104	1	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Ground/Steps B.prefab	Steps B	Japanese Castle	prefab	4.41	2.61	5.55	-0.1	1	342	1	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Ground/Steps Border.prefab	Steps Border	Japanese Castle	prefab	0.63	0.65	3.98	0	1	112	1	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Ground/Steps C.prefab	Steps C	Japanese Castle	prefab	4.21	2.59	5.55	-0.08	1	223	1	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Ground/Steps Corner.prefab	Steps Corner	Japanese Castle	prefab	2	0.38	2	-0.36	1	16	1	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Ground/Steps wall.prefab	Steps wall	Japanese Castle	prefab	0	2	4	0	1	12	1	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Ground/Steps.prefab	Steps	Japanese Castle	prefab	4	0.39	2	-0.36	1	24	1	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Roof B/Roof Castle B 1x1.prefab	Roof Castle B 1x1	Japanese Castle	prefab	1	0.61	1	0.17	1	50	1	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Roof B/Roof Castle B 1x2.prefab	Roof Castle B 1x2	Japanese Castle	prefab	2	0.61	1	0.17	1	82	1	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Roof B/Roof Castle B 1x8.prefab	Roof Castle B 1x8	Japanese Castle	prefab	8	0.61	1	0.17	1	328	1	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Roof B/Roof Castle B 2x1.prefab	Roof Castle B 2x1	Japanese Castle	prefab	1	1.11	2	0.17	1	50	1	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Roof B/Roof Castle B 2x8.prefab	Roof Castle B 2x8	Japanese Castle	prefab	8	1.11	2	0.17	1	328	1	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Roof B/Roof Castle B 6x8.prefab	Roof Castle B 6x8	Japanese Castle	prefab	8	3.11	6	0.17	1	984	1	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Roof B/Roof Castle B Akashi B.prefab	Roof Castle B Akashi B	Japanese Castle	prefab	12	3.99	2.64	0	1	5312	2	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Roof B/Roof Castle B Akashi B1.prefab	Roof Castle B Akashi B1	Japanese Castle	prefab	11.35	1.79	2.03	-0.81	1	1840	1	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Roof B/Roof Castle B Akashi M.prefab	Roof Castle B Akashi M	Japanese Castle	prefab	8	3.38	2.64	0	1	4480	2	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Roof B/Roof Castle B Akashi M1.prefab	Roof Castle B Akashi M1	Japanese Castle	prefab	7.3	1.18	2.02	0.19	1	1736	1	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Roof B/Roof Castle B Akashi S.prefab	Roof Castle B Akashi S	Japanese Castle	prefab	5.61	3.39	2.66	0	1	3424	2	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Roof B/Roof Castle B Akashi S1.prefab	Roof Castle B Akashi S1	Japanese Castle	prefab	5.61	1.17	2.05	0.21	1	1454	1	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Roof B/Roof Castle B B 1x8.prefab	Roof Castle B B 1x8	Japanese Castle	prefab	8	1.11	1	0.17	1	328	1	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Roof B/Roof Castle B B 2x1.prefab	Roof Castle B B 2x1	Japanese Castle	prefab	1	2.11	2	0.17	1	50	1	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Roof B/Roof Castle B B 6x8.prefab	Roof Castle B B 6x8	Japanese Castle	prefab	8	6.11	6	0.17	1	984	1	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Roof B/Roof Castle B B Corner 2.prefab	Roof Castle B B Corner 2	Japanese Castle	prefab	2.32	2.58	2.32	-0.03	1	202	1	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Roof B/Roof Castle B B Corner 6 x 6.prefab	Roof Castle B B Corner 6 x 6	Japanese Castle	prefab	6.32	6.58	6.32	-0.03	1	1098	1	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Roof B/Roof Castle B B Corner.prefab	Roof Castle B B Corner	Japanese Castle	prefab	2.32	2.58	2.32	-0.03	1	202	1	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Roof B/Roof Castle B B x 8.prefab	Roof Castle B B x 8	Japanese Castle	prefab	8	2.11	2	0.17	1	328	1	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Roof B/Roof Castle B B.prefab	Roof Castle B B	Japanese Castle	prefab	2	2.11	2	0.17	1	82	1	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Roof B/Roof Castle B Corner 4.prefab	Roof Castle B Corner 4	Japanese Castle	prefab	2.32	1.48	2.32	0.07	1	202	1	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Roof B/Roof Castle B Corner 6 x 6.prefab	Roof Castle B Corner 6 x 6	Japanese Castle	prefab	6.32	3.48	6.32	0.07	1	1098	1	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Roof B/Roof Castle B Corner End 2.prefab	Roof Castle B Corner End 2	Japanese Castle	prefab	2.74	2.54	2.72	0	1	908	2	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Roof B/Roof Castle B Corner End 2x2.prefab	Roof Castle B Corner End 2x2	Japanese Castle	prefab	2.74	2.54	2.72	0	1	2265	2	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Roof B/Roof Castle B Corner End Curve.prefab	Roof Castle B Corner End Curve	Japanese Castle	prefab	4.57	2.97	4.56	0	1	3873	2	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Roof B/Roof Castle B Corner End.prefab	Roof Castle B Corner End	Japanese Castle	prefab	4.57	2.54	4.56	0	1	3757	2	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Roof B/Roof Castle B Corner.prefab	Roof Castle B Corner	Japanese Castle	prefab	2.32	1.48	2.32	0.07	1	202	1	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Roof B/Roof Castle B End Gap.prefab	Roof Castle B End Gap	Japanese Castle	prefab	1	2.29	2.4	0	1	292	2	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Roof B/Roof Castle B End Ornament.prefab	Roof Castle B End Ornament	Japanese Castle	prefab	1.55	1.12	1.66	-0.44	1	662	1	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Roof B/Roof Castle B End x 8.prefab	Roof Castle B End x 8	Japanese Castle	prefab	8	2.29	2.4	0	1	3128	2	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Roof B/Roof Castle B End.prefab	Roof Castle B End	Japanese Castle	prefab	2	2.29	2.4	0	1	782	2	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Roof B/Roof Castle B Gap.prefab	Roof Castle B Gap	Japanese Castle	prefab	1	1.11	2	0.17	1	42	1	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Roof B/Roof Castle B Top A End.prefab	Roof Castle B Top A End	Japanese Castle	prefab	1.01	0.8	1.53	0	1	444	1	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Roof B/Roof Castle B Top A x 8.prefab	Roof Castle B Top A x 8	Japanese Castle	prefab	0.46	0.48	8	0.01	1	160	1	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Roof B/Roof Castle B Top A.prefab	Roof Castle B Top A	Japanese Castle	prefab	0.46	0.48	2	0.01	1	40	1	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Roof B/Roof Castle B Top B End.prefab	Roof Castle B Top B End	Japanese Castle	prefab	1.12	1.07	1.42	0.01	1	532	1	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Roof B/Roof Castle B Top B x 8.prefab	Roof Castle B Top B x 8	Japanese Castle	prefab	0.48	0.73	8	0.01	1	160	1	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Roof B/Roof Castle B Top B.prefab	Roof Castle B Top B	Japanese Castle	prefab	0.48	0.73	2	0.01	1	40	1	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Roof B/Roof Castle B Top End.prefab	Roof Castle B Top End	Japanese Castle	prefab	2.53	1.25	2.32	0.07	1	1040	1	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Roof B/Roof Castle B Top Gap.prefab	Roof Castle B Top Gap	Japanese Castle	prefab	1	0.84	2	0.17	1	124	1	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Roof B/Roof Castle B Top.prefab	Roof Castle B Top	Japanese Castle	prefab	2	0.84	2	0.17	1	204	1	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Roof B/Roof Castle B Wall Half B.prefab	Roof Castle B Wall Half B	Japanese Castle	prefab	2.06	3.68	1.39	0	1	503	2	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Roof B/Roof Castle B Wall Half Bottom.prefab	Roof Castle B Wall Half Bottom	Japanese Castle	prefab	2.03	2.68	1.38	0	1	447	2	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Roof B/Roof Castle B Wall Half.prefab	Roof Castle B Wall Half	Japanese Castle	prefab	2.03	2.68	1.38	0	1	437	2	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Roof B/Roof Castle B.prefab	Roof Castle B	Japanese Castle	prefab	2	1.11	2	0.17	1	82	1	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Roof B/Roof Castle Wall Top B A.prefab	Roof Castle Wall Top B A	Japanese Castle	prefab	2.04	2.57	1.65	0	1	1074	3	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Roof B/Roof Castle Wall Top B B.prefab	Roof Castle Wall Top B B	Japanese Castle	prefab	2.09	3.07	1.65	0	1	1182	3	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Roof B/Shachihoko B.prefab	Shachihoko B	Japanese Castle	prefab	0.41	1.66	1.17	0.65	1	2565	1	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Roof/Roof Castle 1x1.prefab	Roof Castle 1x1	Japanese Castle	prefab	1	0.61	1	0.17	1	50	1	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Roof/Roof Castle 1x2.prefab	Roof Castle 1x2	Japanese Castle	prefab	2	0.61	1	0.17	1	82	1	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Roof/Roof Castle 1x8.prefab	Roof Castle 1x8	Japanese Castle	prefab	8	0.61	1	0.17	1	328	1	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Roof/Roof Castle 2x1.prefab	Roof Castle 2x1	Japanese Castle	prefab	1	1.11	2	0.17	1	50	1	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Roof/Roof Castle 2x8.prefab	Roof Castle 2x8	Japanese Castle	prefab	8	1.11	2	0.17	1	328	1	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Roof/Roof Castle 6x8.prefab	Roof Castle 6x8	Japanese Castle	prefab	8	3.11	6	0.17	1	984	1	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Roof/Roof Castle Akashi B.prefab	Roof Castle Akashi B	Japanese Castle	prefab	12	3.99	2.64	0	1	5312	2	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Roof/Roof Castle Akashi B1.prefab	Roof Castle Akashi B1	Japanese Castle	prefab	11.35	1.79	2.03	-0.81	1	1840	1	URP	-
Assets/Japanese Castle/Prefabs/Exterior/Roof/Roof Castle Akashi M.prefab	Roof Castle Akashi M	Japanese Castle	prefab	8	3.38	2.64	0	1	4480	2	URP	-
