# edo-unity アセット目録 — Edo ▸ アセット目録 ▸ 目録を再生成 で更新
# 寸法は scale=1 のときの実寸[m]。pivot_bottom はピボットから最下端までの y
# (0 なら足元がピボット。負なら足元がピボットより下)
# root_scale: ルート自身の補正スケール(1 でなければ共通ヘルパに Vector3.one を渡すと化ける)
# shader: BUILTIN = URP でピンクになる。use: S=シーンで使用中 / B=ビルダーが参照
path	name	pack	kind	sx	sy	sz	pivot_bottom	root_scale	tris	renderers	shader	use
Assets/Edo/Models/Dobei/DobeiModule2m.fbx	DobeiModule2m	Edo	fbx	30.97	35	9.91	0	2,0.35,0.5	44	1	URP	-
Assets/Edo/Models/Dobei/DobeiModule2m_1.fbx	DobeiModule2m_1	Edo	fbx	88.5	100	28.32	0	1	44	1	URP	-
Assets/Edo/Models/es_hmon/h_mon.obj	h_mon	Edo	obj	8.47	2.81	3.31	-0.99	1	38088	46	URP	-
Assets/Edo/Models/Gogan/RankuiModule2m.fbx	RankuiModule2m	Edo	fbx	107.53	45.92	71.02	-3.63	1	448	1	URP	S
Assets/Edo/Models/Shiomizaka/DanishiStep2m.fbx	DanishiStep2m	Edo	fbx	1.98	0.49	0.62	-0.5	1	432	1	URP	-
Assets/Edo/Models/Shiomizaka/MichibataIshi2m.fbx	MichibataIshi2m	Edo	fbx	2.19	0.69	0.43	-0.68	1	756	1	URP	-
Assets/Edo/Models/Shiomizaka/P_DanishiStep2m.prefab	P_DanishiStep2m	Edo	prefab	1.98	0.49	0.62	-0.5	1	432	1	URP	SB
Assets/Edo/Models/Shiomizaka/P_MichibataIshi2m.prefab	P_MichibataIshi2m	Edo	prefab	2.19	0.69	0.43	-0.68	1	756	1	URP	SB
Assets/Edo/Prefabs/KasugaLantern.prefab	KasugaLantern	Edo	prefab	0.74	1.89	0.64	0	1	328	1	URP	SB
Assets/Edo/Prefabs/Machiya.prefab	Machiya	Edo	prefab	0	0	0	0	1	0	1	URP	-
Assets/Edo/Prefabs/YukimiLantern.prefab	YukimiLantern	Edo	prefab	0.93	0.87	0.93	-0.01	1	312	1	URP	SB
Assets/Edo/Terrain/details/BroadleafTree.prefab	BroadleafTree	Edo	prefab	5.6	5.9	4.7	0	1	2384	1	URP	B
Assets/Edo/Terrain/details/GrassLowA.prefab	GrassLowA	Edo	prefab	0.45	0.11	0.4	-0.02	1	128	1	URP	-
Assets/Edo/Terrain/details/GrassLowB.prefab	GrassLowB	Edo	prefab	0.33	0.11	0.2	-0.02	1	80	1	URP	-
Assets/edogoyomi/cr2_baguset/Runtime/Geometries/honey/bagu_body.obj	bagu_body	edogoyomi	obj	0.28	0.3	0.65	0.37	1	8804	3	URP	-
Assets/edogoyomi/cr2_baguset/Runtime/Geometries/honey/bagu_head.obj	bagu_head	edogoyomi	obj	0.22	0.33	0.52	0.43	1	2996	57	URP	-
Assets/edogoyomi/cr2_baguset2/Runtime/Geometries/honey/bagu2_body.obj	bagu2_body	edogoyomi	obj	0.24	0.3	0.64	0.37	1	5572	3	URP	-
Assets/edogoyomi/cr2_baguset2/Runtime/Geometries/honey/bagu2_head.obj	bagu2_head	edogoyomi	obj	0.22	0.33	0.52	0.43	1	2882	57	URP	-
Assets/edogoyomi/cr2_baguset3/Runtime/geometries/Honey/bagu3_body.obj	bagu3_body	edogoyomi	obj	0.27	0.37	0.65	0.36	1	14368	3	URP	-
Assets/edogoyomi/cr2_baguset3/Runtime/geometries/Honey/bagu3_head.obj	bagu3_head	edogoyomi	obj	0.1	0.19	0.1	0.49	1	1290	1	URP	-
Assets/edogoyomi/cr2_baguset3/Runtime/geometries/Honey/bagu3_hikizuna.obj	bagu3_hikizuna	edogoyomi	obj	0.03	0.85	0.03	-0.35	1	3240	41	URP	-
Assets/edogoyomi/cr2_m3shokunin/Runtime/libraries/Character/Honey/m3haragake.obj	m3haragake	edogoyomi	obj	0.17	0.3	0.11	0.35	1	1434	5	URP	-
Assets/edogoyomi/cr2_m3shokunin/Runtime/libraries/Character/Honey/m3pacchi.obj	m3pacchi	edogoyomi	obj	0.16	0.42	0.11	0.03	1	2342	7	URP	-
Assets/edogoyomi/cr2_m3shokunin/Runtime/libraries/Character/Honey/m3tabi_bl.obj	m3tabi_bl	edogoyomi	obj	0.15	0.05	0.12	-0.01	1	1992	6	URP	-
Assets/edogoyomi/cr2_m3shokunin/Runtime/libraries/Character/Honey/m3warazori.obj	m3warazori	edogoyomi	obj	0.16	0.03	0.11	-0.01	1	1096	4	URP	-
Assets/edogoyomi/cr2_m3tabinin/Runtime/Geometries/honey/m3tabil.obj	m3tabil	edogoyomi	obj	0.18	0.26	0.14	0.19	1	4087	1	URP	-
Assets/edogoyomi/cr2_m_senpuki/Runtime/Geometries/Honey/m_senpuki.obj	m_senpuki	edogoyomi	obj	1.43	1.7	0.74	0	1	16298	3	URP	-
Assets/edogoyomi/cr2_shiba/Runtime/Geometries/honey/shiba.obj	shiba	edogoyomi	obj	0.54	1.22	1.67	0.07	1	21712	19	URP	-
Assets/edogoyomi/cr2_v3oiran/Runtime/geometries/Honey/v3hikigi_lb.obj	v3hikigi_lb	edogoyomi	obj	0.26	0.54	0.24	-0.1	1	2606	2	URP	-
Assets/edogoyomi/cr2_v3oiran/Runtime/geometries/Honey/v3hikigi_obi.obj	v3hikigi_obi	edogoyomi	obj	0.15	0.08	0.12	0.4	1	384	2	URP	-
Assets/edogoyomi/cr2_v3oiran/Runtime/geometries/Honey/v3top.obj	v3top	edogoyomi	obj	0.33	0.19	0.11	0.44	1	3507	6	URP	-
Assets/edogoyomi/cr2_v4oiran/Runtime/geometries/Honey/v4hikigi_l.obj	v4hikigi_l	edogoyomi	obj	0.27	0.55	0.24	-0.11	1	2606	2	URP	-
Assets/edogoyomi/cr2_v4oiran/Runtime/geometries/Honey/v4hikigi_obi.obj	v4hikigi_obi	edogoyomi	obj	0.15	0.08	0.12	0.39	1	384	2	URP	-
Assets/edogoyomi/cr2_v4oiran/Runtime/geometries/Honey/v4top.obj	v4top	edogoyomi	obj	0.34	0.19	0.12	0.46	1	3507	6	URP	-
Assets/edogoyomi/cr2_yamaoka_zukin/Runtime/geometries/Honey/yamaoka_m3.obj	yamaoka_m3	edogoyomi	obj	0.18	0.18	0.14	0.6	1	2476	5	URP	-
Assets/edogoyomi/cr2_yamaoka_zukin/Runtime/geometries/Honey/yamaoka_zukin.obj	yamaoka_zukin	edogoyomi	obj	0.18	0.18	0.14	0.6	1	2476	5	URP	-
Assets/edogoyomi/es_dbansho/dbansho.obj	dbansho	edogoyomi	obj	1.99	1.93	1.17	-0.99	1	19288	33	URP	SB
Assets/edogoyomi/es_dobei/s_hei_center.obj	s_hei_center	edogoyomi	obj	1.64	1.46	0.63	0	1	2948	10	URP	SB
Assets/edogoyomi/es_dobei/s_hei_corner.obj	s_hei_corner	edogoyomi	obj	1.56	1.46	1.54	0	1	4011	21	URP	B
Assets/edogoyomi/es_dobei/s_hei_l.obj	s_hei_l	edogoyomi	obj	1.74	1.48	0.65	0	1	3214	13	URP	-
Assets/edogoyomi/es_dobei/s_hei_r.obj	s_hei_r	edogoyomi	obj	1.73	1.48	0.65	0	1	3208	13	URP	-
Assets/edogoyomi/es_funayado/Runtime/Geometries/Honey/funayado.obj	funayado	edogoyomi	obj	2.35	2.1	2.16	0	1	10678	33	URP	-
Assets/edogoyomi/es_funayado/Runtime/Geometries/Honey/f_2fshoji1.obj	f_2fshoji1	edogoyomi	obj	0.4	0.32	0.01	1.22	1	98	1	URP	-
Assets/edogoyomi/es_funayado/Runtime/Geometries/Honey/f_2fshoji2.obj	f_2fshoji2	edogoyomi	obj	0.39	0.32	0.01	1.22	1	98	1	URP	-
Assets/edogoyomi/es_funayado/Runtime/Geometries/Honey/f_2fshoji3.obj	f_2fshoji3	edogoyomi	obj	0.4	0.32	0.01	1.22	1	98	1	URP	-
Assets/edogoyomi/es_funayado/Runtime/Geometries/Honey/f_2fshoji4.obj	f_2fshoji4	edogoyomi	obj	0.39	0.32	0.01	1.22	1	98	1	URP	-
Assets/edogoyomi/es_funayado/Runtime/Geometries/Honey/f_backdoor.obj	f_backdoor	edogoyomi	obj	0.39	0.68	0.02	0.03	1	252	1	URP	-
Assets/edogoyomi/es_funayado/Runtime/Geometries/Honey/f_shojil.obj	f_shojil	edogoyomi	obj	0.43	0.77	0.01	0.01	1	190	1	URP	-
Assets/edogoyomi/es_funayado/Runtime/Geometries/Honey/f_shojir.obj	f_shojir	edogoyomi	obj	0.44	0.77	0.01	0.01	1	190	1	URP	-
Assets/edogoyomi/es_hinomi/hinomiyagura.obj	hinomiyagura	edogoyomi	obj	1.65	5.15	1.67	-2.2	1	1066	11	URP	SB
Assets/edogoyomi/es_hmon/h_mon.obj	h_mon	edogoyomi	obj	8.47	2.81	3.31	-0.99	1	38088	46	URP	SB
Assets/edogoyomi/es_izakaya/nnoren_noise.obj	nnoren_noise	edogoyomi	obj	0.8	0.36	0.05	0.44	1	48864	5	URP	-
Assets/edogoyomi/es_izakaya/Runtime/Geometries/Honey/izakaya.obj	izakaya	edogoyomi	obj	2.37	1.63	2.27	0	1	5409	27	URP	-
Assets/edogoyomi/es_izakaya/Runtime/Geometries/Honey/iz_backdoor.obj	iz_backdoor	edogoyomi	obj	0.39	0.69	0.02	0.03	1	252	1	URP	-
Assets/edogoyomi/es_izakaya/Runtime/Geometries/Honey/iz_hikimado.obj	iz_hikimado	edogoyomi	obj	0.19	0.13	0.23	1.08	1	2	1	URP	-
Assets/edogoyomi/es_izakaya/Runtime/Geometries/Honey/iz_musou2.obj	iz_musou2	edogoyomi	obj	0.81	0.1	0	0.83	1	16	1	URP	-
Assets/edogoyomi/es_izakaya/Runtime/Geometries/Honey/iz_shojil.obj	iz_shojil	edogoyomi	obj	0.44	0.78	0.01	0.01	1	190	1	URP	-
Assets/edogoyomi/es_izakaya/Runtime/Geometries/Honey/iz_shojir.obj	iz_shojir	edogoyomi	obj	0.44	0.78	0.01	0.01	1	190	1	URP	-
Assets/edogoyomi/es_izakaya/Runtime/Geometries/Honey/nawanoren.obj	nawanoren	edogoyomi	obj	1.64	0.75	0.05	0.9	1	48864	5	URP	-
Assets/edogoyomi/es_jishinban/daichochin.obj	daichochin	edogoyomi	obj	0.35	0.75	0.4	0	1	1160	1	URP	-
Assets/edogoyomi/es_jishinban/jishinban.obj	jishinban	edogoyomi	obj	2.12	3.64	2.72	0	1	5536	1	URP	SB
Assets/edogoyomi/es_kabukimon/kabukimon.obj	kabukimon	edogoyomi	obj	4.43	2.06	0.65	-0.96	1	11674	32	URP	SB
Assets/edogoyomi/es_kido/kido_open.obj	kido_open	edogoyomi	obj	2.56	0.98	0.71	0	1	1022	1	URP	SB
Assets/edogoyomi/es_kidobanya/kd_box.obj	kd_box	edogoyomi	obj	0.37	0.09	0.28	0.28	1	12	1	URP	-
Assets/edogoyomi/es_kidobanya/kd_geta.obj	kd_geta	edogoyomi	obj	0.12	0.06	0.21	0.29	1	240	1	URP	-
Assets/edogoyomi/es_kidobanya/kd_kasa.obj	kd_kasa	edogoyomi	obj	0.07	0.08	0.4	0.29	1	152	1	URP	-
Assets/edogoyomi/es_kidobanya/kd_kasa3.obj	kd_kasa3	edogoyomi	obj	0.37	0.22	0.32	0.6	1	792	1	URP	-
Assets/edogoyomi/es_kidobanya/kd_nawa.obj	kd_nawa	edogoyomi	obj	0.12	0.3	0.03	0.51	1	288	1	URP	-
Assets/edogoyomi/es_kidobanya/kd_waraji.obj	kd_waraji	edogoyomi	obj	0.28	0.29	0.04	0.51	1	672	1	URP	-
Assets/edogoyomi/es_kidobanya/kidobanya.obj	kidobanya	edogoyomi	obj	1.83	1.61	2.78	0	1	1412	1	URP	SB
Assets/edogoyomi/es_kmon/k_mon.obj	k_mon	edogoyomi	obj	7.93	3.68	4.77	-0.99	1	80448	45	URP	SB
Assets/edogoyomi/es_knagaya/knagaya01c.obj	knagaya01c	edogoyomi	obj	4.45	2.99	2.36	-1.01	1	16300	11	URP	SB
Assets/edogoyomi/es_knagaya/knagaya01l.obj	knagaya01l	edogoyomi	obj	4.67	3.03	2.39	-1.01	1	20188	16	URP	SB
Assets/edogoyomi/es_knagaya/knagaya01r.obj	knagaya01r	edogoyomi	obj	4.67	3.03	2.39	-1.01	1	20188	16	URP	SB
Assets/edogoyomi/es_kura/kura.obj	kura	edogoyomi	obj	3.43	3.58	3.65	0	1	10706	32	URP	SB
Assets/edogoyomi/es_nmon/nagayamon.obj	nagayamon	edogoyomi	obj	12.37	2.81	3.31	-0.99	1	82200	53	URP	SB
Assets/edogoyomi/es_shop01/kakoi.obj	kakoi	edogoyomi	obj	0.26	0.22	0.26	0	1	228	1	URP	-
Assets/edogoyomi/es_shop01/oke.obj	oke	edogoyomi	obj	0.33	0.31	0.33	0	1	768	1	URP	SB
Assets/edogoyomi/es_shop01/s01_fuda.obj	s01_fuda	edogoyomi	obj	0.26	0.29	0.01	0.27	1	36	1	URP	-
Assets/edogoyomi/es_shop01/s01_taru.obj	s01_taru	edogoyomi	obj	0.44	0.45	0.48	0	1	3872	1	URP	SB
Assets/edogoyomi/es_shop01/shop01.obj	shop01	edogoyomi	obj	2.71	2.34	2.22	-0.01	1	13136	28	URP	SB
Assets/edogoyomi/es_shop02/shop02.obj	shop02	edogoyomi	obj	3.92	2.58	3.8	0	1	27285	1	URP	SB
Assets/edogoyomi/obj_hogaki/hogaki.obj	hogaki	edogoyomi	obj	0.83	0.78	0.04	0	1	354	3	URP	-
Assets/edogoyomi/obj_hogaki/hogaki5.obj	hogaki5	edogoyomi	obj	4.11	0.78	0.04	0	1	1770	1	URP	SB
Assets/edogoyomi/obj_hogaki/hogaki_pole.obj	hogaki_pole	edogoyomi	obj	0.04	0.78	0.04	0	1	312	1	URP	-
Assets/edogoyomi/obj_itabei/itabei.obj	itabei	edogoyomi	obj	0.84	0.8	0.08	-0.01	1	168	2	URP	-
Assets/edogoyomi/obj_itabei/itabei5.obj	itabei5	edogoyomi	obj	4.12	0.8	0.08	-0.01	1	840	1	URP	SB
Assets/edogoyomi/obj_itabei/itabei_pole.obj	itabei_pole	edogoyomi	obj	0.08	0.8	0.08	-0.01	1	52	1	URP	-
Assets/edogoyomi/obj_kabocha/kabocha.obj	kabocha	edogoyomi	obj	0.8	0.56	0.79	-0.29	1	2784	1	URP	-
Assets/edogoyomi/obj_kamidana/kamidana.obj	kamidana	edogoyomi	obj	1.15	1.23	0.69	-0.15	1	1694	21	URP	-
Assets/edogoyomi/obj_kamidana/mikiset.obj	mikiset	edogoyomi	obj	1.79	0.7	0.26	0.04	1	1776	2	URP	-
Assets/edogoyomi/obj_maruhibachi/maruhibachi.obj	maruhibachi	edogoyomi	obj	0.12	0.13	0.12	0	1	3592	5	URP	-
Assets/edogoyomi/obj_nagayamon_nouka/nagayamon_nouka.obj	nagayamon_nouka	edogoyomi	obj	7.64	2.85	2.74	0	1	10544	33	URP	-
Assets/edogoyomi/obj_nitaribune/nitaribune.obj	nitaribune	edogoyomi	obj	0.57	0.33	1.91	-0.11	1	2010	16	URP	-
Assets/edogoyomi/obj_nitaribune/ro.obj	ro	edogoyomi	obj	0.79	0.05	0.05	-0.03	1	184	2	URP	-
Assets/edogoyomi/obj_nouka1/nouka1.obj	nouka1	edogoyomi	obj	2.38	1.42	1.67	-0.56	1	9917	37	URP	-
Assets/edogoyomi/obj_orizuru/orizuru.obj	orizuru	edogoyomi	obj	0.94	0.6	1.6	-0.2	1	508	6	URP	-
Assets/edogoyomi/obj_shoro1/shoro1.obj	shoro1	edogoyomi	obj	1.08	1.17	0.8	0	1	74754	101	URP	-
Assets/edogoyomi/obj_tahouto/tahouto.obj	tahouto	edogoyomi	obj	1.23	1.94	1.23	-0.83	1	68942	77	URP	-
Assets/edogoyomi/obj_takekago/m_kago1.obj	m_kago1	edogoyomi	obj	1.65	0.25	1.65	0	1	7101	2	URP	-
Assets/edogoyomi/obj_takekago/m_kago2.obj	m_kago2	edogoyomi	obj	1.66	1.3	1.66	0	1	16797	2	URP	-
Assets/edogoyomi/obj_toumi/toumi.obj	toumi	edogoyomi	obj	0.7	0.53	0.28	0	1	825	19	URP	-
Assets/edogoyomi/obj_tsujiandon/tsujiandon.obj	tsujiandon	edogoyomi	obj	2.02	4.45	2.01	-2.01	1	472	12	URP	-
Assets/edogoyomi/obj_tsurishinobu/shinobu_1.obj	shinobu_1	edogoyomi	obj	0.12	0.13	0.13	0.11	1	6608	5	URP	-
Assets/edogoyomi/obj_tsurishinobu/shinobu_2.obj	shinobu_2	edogoyomi	obj	0.2	0.15	0.18	0.08	1	14286	7	URP	-
Assets/edogoyomi/obj_tsuritourou/tsuritourou.obj	tsuritourou	edogoyomi	obj	0.67	0.96	0.67	0.27	1	2330	8	URP	-
Assets/edogoyomi/obj_yanebune/yanebune.obj	yanebune	edogoyomi	obj	0.18	0.17	0.68	0	1	801	26	URP	-
Assets/edogoyomi/obj_yanebune/ya_sudare_open.obj	ya_sudare_open	edogoyomi	obj	0.02	0.02	0.23	0.11	1	32	1	URP	-
Assets/edogoyomi/obj_yanebune/ya_sudare_shut.obj	ya_sudare_shut	edogoyomi	obj	0	0.09	0.23	0.04	1	32	1	URP	-
Assets/edogoyomi/pp2_fubako2/fubako2.obj	fubako2	edogoyomi	obj	0.19	0.14	0.23	0.08	1	2664	7	URP	-
Assets/edogoyomi/pp2_fumiguruma/Runtime/geometries/Honey/fumiguruma_bar.obj	fumiguruma_bar	edogoyomi	obj	0.07	3.3	0.85	-0.11	1	384	1	URP	-
Assets/edogoyomi/pp2_fumiguruma/Runtime/geometries/Honey/fumiguruma_base.obj	fumiguruma_base	edogoyomi	obj	1.4	1.05	1.25	-0.91	1	232	1	URP	-
Assets/edogoyomi/pp2_fumiguruma/Runtime/geometries/Honey/fumiguruma_hane.obj	fumiguruma_hane	edogoyomi	obj	1.7	1.7	0.61	-0.85	1	816	1	URP	-
Assets/edogoyomi/pp2_hasa/hasa.obj	hasa	edogoyomi	obj	0.91	0.44	0.33	-0.01	1	22104	1	URP	-
Assets/edogoyomi/pp2_houki/houki.obj	houki	edogoyomi	obj	0.24	1.23	0.23	0	1	12224	1	URP	-
Assets/edogoyomi/pp2_ikou_uchikake/Runtime/libraries/props/Honey/ikou.obj	ikou	edogoyomi	obj	1.74	1.46	0.31	0	1	1564	1	URP	-
Assets/edogoyomi/pp2_ikou_uchikake/Runtime/libraries/props/Honey/ikou_clip.obj	ikou_clip	edogoyomi	obj	1.41	0.09	0.1	0.6	1	576	1	URP	-
Assets/edogoyomi/pp2_ikou_uchikake/Runtime/libraries/props/Honey/ikou_uchikake.obj	ikou_uchikake	edogoyomi	obj	1.29	1.33	0.37	0	1	10448	1	URP	-
Assets/edogoyomi/pp2_ikou_uchikake/Runtime/libraries/props/Honey/ikou_uchikake_furi.obj	ikou_uchikake_furi	edogoyomi	obj	1.29	1.33	0.37	0	1	10448	1	URP	-
Assets/edogoyomi/pp2_kakechaya/Geometries/Honey/c_bon.obj	c_bon	edogoyomi	obj	0.13	0.01	0.13	0.19	1	576	1	URP	-
Assets/edogoyomi/pp2_kakechaya/Geometries/Honey/c_chabin.obj	c_chabin	edogoyomi	obj	0.13	0.14	0.09	0.18	1	3384	1	URP	-
Assets/edogoyomi/pp2_kakechaya/Geometries/Honey/c_chabin_futa.obj	c_chabin_futa	edogoyomi	obj	0.05	0.01	0.05	0.26	1	600	1	URP	-
Assets/edogoyomi/pp2_kakechaya/Geometries/Honey/c_chatsubo.obj	c_chatsubo	edogoyomi	obj	0.07	0.08	0.07	0.33	1	352	1	URP	-
Assets/edogoyomi/pp2_kakechaya/Geometries/Honey/c_chawan.obj	c_chawan	edogoyomi	obj	0.04	0.03	0.04	0.45	1	456	1	URP	-
Assets/edogoyomi/pp2_kakechaya/Geometries/Honey/c_dai1.obj	c_dai1	edogoyomi	obj	0.4	0.19	0.81	0	1	68	1	URP	-
Assets/edogoyomi/pp2_kakechaya/Geometries/Honey/c_dai2.obj	c_dai2	edogoyomi	obj	0.29	0.17	0.8	0	1	68	1	URP	-
Assets/edogoyomi/pp2_kakechaya/Geometries/Honey/c_hishaku.obj	c_hishaku	edogoyomi	obj	0.15	0.17	0.04	0.03	1	120	1	URP	-
Assets/edogoyomi/pp2_kakechaya/Geometries/Honey/c_kama.obj	c_kama	edogoyomi	obj	0.18	0.15	0.2	0.27	1	1656	1	URP	-
Assets/edogoyomi/pp2_kakechaya/Geometries/Honey/c_kamado.obj	c_kamado	edogoyomi	obj	0.26	0.13	0.19	0.19	1	428	1	URP	-
Assets/edogoyomi/pp2_kakechaya/Geometries/Honey/c_kama_futa.obj	c_kama_futa	edogoyomi	obj	0.09	0.02	0.09	0.42	1	576	1	URP	-
Assets/edogoyomi/pp2_kakechaya/Geometries/Honey/c_maki.obj	c_maki	edogoyomi	obj	0.16	0.05	0.1	0.2	1	648	1	URP	-
Assets/edogoyomi/pp2_kakechaya/Geometries/Honey/c_noren.obj	c_noren	edogoyomi	obj	1.22	0.12	0.03	0.72	1	384	1	URP	-
Assets/edogoyomi/pp2_kakechaya/Geometries/Honey/c_tabakobon.obj	c_tabakobon	edogoyomi	obj	0.1	0.1	0.1	0.19	1	580	1	URP	-
Assets/edogoyomi/pp2_kakechaya/Geometries/Honey/c_tana.obj	c_tana	edogoyomi	obj	0.17	0.38	0.35	0.18	1	184	1	URP	-
Assets/edogoyomi/pp2_kakechaya/Geometries/Honey/c_teoke.obj	c_teoke	edogoyomi	obj	0.14	0.22	0.12	0.01	1	1524	1	URP	-
Assets/edogoyomi/pp2_kakechaya/Geometries/Honey/c_yoshizu2.obj	c_yoshizu2	edogoyomi	obj	0.06	0.9	1.15	0	1	72	1	URP	-
Assets/edogoyomi/pp2_kakechaya/Geometries/Honey/c_yoshizu3.obj	c_yoshizu3	edogoyomi	obj	1.15	0.89	0.08	0	1	72	1	URP	-
Assets/edogoyomi/pp2_kakechaya/Geometries/Honey/c_yoshizu4.obj	c_yoshizu4	edogoyomi	obj	0.06	0.9	1.15	0	1	72	1	URP	-
Assets/edogoyomi/pp2_kakechaya/Geometries/Honey/c_yoshizu5.obj	c_yoshizu5	edogoyomi	obj	0.39	0.93	0.27	0	1	276	1	URP	-
Assets/edogoyomi/pp2_kakechaya/Geometries/Honey/kakechaya.obj	kakechaya	edogoyomi	obj	1.24	0.9	1.3	0	1	1696	5	URP	-
Assets/edogoyomi/pp2_koto/Runtime/Geometries/Honey/koto.obj	koto	edogoyomi	obj	1.65	0.14	0.23	0	1	3650	11	URP	-
Assets/edogoyomi/pp2_kotsuzumi/Runtime/libraries/props/Honey/kotsuzumi.obj	kotsuzumi	edogoyomi	obj	0.08	0.11	0.08	0	1	10640	1	URP	-
Assets/edogoyomi/pp2_kotsuzumi/Runtime/libraries/props/Honey/kotsuzumi_hashi1.obj	kotsuzumi_hashi1	edogoyomi	obj	0.02	0.06	0.02	0	1	538	1	URP	-
Assets/edogoyomi/pp2_kotsuzumi/Runtime/libraries/props/Honey/kotsuzumi_hashi2.obj	kotsuzumi_hashi2	edogoyomi	obj	0.02	0.06	0.02	0	1	538	1	URP	-
Assets/edogoyomi/pp2_kotsuzumi/Runtime/libraries/props/Honey/kotsuzumi_wa1.obj	kotsuzumi_wa1	edogoyomi	obj	0.01	0.05	0.01	0	1	718	1	URP	-
Assets/edogoyomi/pp2_kotsuzumi/Runtime/libraries/props/Honey/kotsuzumi_wa2.obj	kotsuzumi_wa2	edogoyomi	obj	0.01	0.05	0.01	0	1	720	1	URP	-
Assets/edogoyomi/pp2_kumade/kumade.obj	kumade	edogoyomi	obj	0.4	1.32	0.04	0.02	1	5628	1	URP	-
Assets/edogoyomi/pp2_shoinl/Runtime/Geometries/honey/katanakake.obj	katanakake	edogoyomi	obj	0.18	0.23	0.08	0.06	1	856	1	URP	-
Assets/edogoyomi/pp2_shoinl/Runtime/Geometries/honey/sh_01.obj	sh_01	edogoyomi	obj	2.02	0.02	2.41	1.2	1	1580	1	URP	-
Assets/edogoyomi/pp2_shoinl/Runtime/Geometries/honey/sh_02.obj	sh_02	edogoyomi	obj	2.65	1.23	2.46	-0.01	1	104	4	URP	-
Assets/edogoyomi/pp2_shoinl/Runtime/Geometries/honey/sh_03.obj	sh_03	edogoyomi	obj	2.04	1.22	0.69	0	1	1075	15	URP	-
Assets/edogoyomi/pp2_shoinl/Runtime/Geometries/honey/sh_04.obj	sh_04	edogoyomi	obj	0.25	1.23	2.44	-0.01	1	1034	12	URP	-
Assets/edogoyomi/pp2_shoinl/Runtime/Geometries/honey/sh_04_shoji1.obj	sh_04_shoji1	edogoyomi	obj	0.02	0.78	0.4	0	1	182	1	URP	-
Assets/edogoyomi/pp2_shoinl/Runtime/Geometries/honey/sh_04_shoji2.obj	sh_04_shoji2	edogoyomi	obj	0.02	0.78	0.4	0	1	182	1	URP	-
Assets/edogoyomi/pp2_shoinl/Runtime/Geometries/honey/sh_04_shoji3.obj	sh_04_shoji3	edogoyomi	obj	0.02	0.78	0.4	0	1	182	1	URP	-
Assets/edogoyomi/pp2_shoinl/Runtime/Geometries/honey/sh_04_shoji4.obj	sh_04_shoji4	edogoyomi	obj	0.02	0.78	0.4	0	1	182	1	URP	-
Assets/edogoyomi/pp2_shoinl/Runtime/Geometries/honey/sh_04_shshoji1.obj	sh_04_shshoji1	edogoyomi	obj	0.01	0.48	0.38	0.13	1	154	1	URP	-
Assets/edogoyomi/pp2_shoinl/Runtime/Geometries/honey/sh_04_shshoji2.obj	sh_04_shshoji2	edogoyomi	obj	0.01	0.48	0.38	0.13	1	154	1	URP	-
Assets/edogoyomi/pp2_shoinl/Runtime/Geometries/honey/sh_05.obj	sh_05	edogoyomi	obj	0.07	1.22	3.01	-0.01	1	200	6	URP	-
Assets/edogoyomi/pp2_shoinl/Runtime/Geometries/honey/sh_05_fusuma1.obj	sh_05_fusuma1	edogoyomi	obj	0.01	0.79	0.39	0	1	162	1	URP	-
Assets/edogoyomi/pp2_shoinl/Runtime/Geometries/honey/sh_05_fusuma2.obj	sh_05_fusuma2	edogoyomi	obj	0.01	0.79	0.39	0	1	162	1	URP	-
Assets/edogoyomi/pp2_shoinl/Runtime/Geometries/honey/sh_05_fusuma3.obj	sh_05_fusuma3	edogoyomi	obj	0.01	0.79	0.39	0	1	162	1	URP	-
Assets/edogoyomi/pp2_shoinl/Runtime/Geometries/honey/sh_05_fusuma4.obj	sh_05_fusuma4	edogoyomi	obj	0.01	0.79	0.39	0	1	162	1	URP	-
Assets/edogoyomi/pp2_shoinl/Runtime/Geometries/honey/sh_06.obj	sh_06	edogoyomi	obj	2	1.22	0.09	-0.01	1	824	7	URP	-
Assets/edogoyomi/pp2_shoinl/Runtime/Geometries/honey/sh_06_fusuma1.obj	sh_06_fusuma1	edogoyomi	obj	0.5	0.79	0.01	0	1	162	1	URP	-
Assets/edogoyomi/pp2_shoinl/Runtime/Geometries/honey/sh_06_fusuma2.obj	sh_06_fusuma2	edogoyomi	obj	0.5	0.79	0.01	0	1	162	1	URP	-
Assets/edogoyomi/pp2_shoinl/Runtime/Geometries/honey/sh_06_fusuma3.obj	sh_06_fusuma3	edogoyomi	obj	0.5	0.79	0.01	0	1	162	1	URP	-
Assets/edogoyomi/pp2_shoinl/Runtime/Geometries/honey/sh_06_fusuma4.obj	sh_06_fusuma4	edogoyomi	obj	0.5	0.79	0.01	0	1	162	1	URP	-
Assets/edogoyomi/pp2_shoinl/Runtime/Geometries/honey/sh_kakejiku1.obj	sh_kakejiku1	edogoyomi	obj	0.25	0.97	0.02	0.22	1	80	1	URP	-
Assets/edogoyomi/pp2_shoinl/Runtime/Geometries/honey/sh_kakejiku2.obj	sh_kakejiku2	edogoyomi	obj	0.25	0.97	0.02	0.22	1	80	1	URP	-
